trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1234,False,"{'a': 0.5, 'e': 0.3314087608912611}",20,0,-0.31522820723514,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1235,False,"{'a': 0.5, 'e': 0.33046510807172985}",25,0,-53.844708162025796,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1236,False,"{'a': 0.5, 'e': 0.32952112478711787}",30,0,14.941983661620302,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1237,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,3,-53.87483469761128,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1238,False,"{'a': 0.5, 'e': 0.32763217059891486}",25,3,-2.2346294691243096,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.3266872015842779}",20,10,-39.62430757125734,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1240,False,"{'a': 0.5, 'e': 0.3257419058824663}",30,1,9.741834886138435,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.32479628443877623}",20,7,-17.709167066917406,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.3238503381988286}",25,8,-24.261493102416605,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1243,False,"{'a': 0.5, 'e': 0.3229040681085699}",25,18,-40.73931280926712,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1244,False,"{'a': 0.5, 'e': 0.3219574751142698}",20,8,-35.157466833527536,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.32101056016252166}",20,0,-9.704350217873248,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1246,False,"{'a': 0.5, 'e': 0.32006332420023986}",30,11,20.337883465347666,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.31911576817466075}",20,0,-63.418187524799606,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
1248,False,"{'a': 0.5, 'e': 0.31816789303333987}",20,13,-40.87891859668347,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1249,False,"{'a': 0.5, 'e': 0.3172196997241527}",20,12,14.214524201843595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.316271189195292}",20,0,6.0228850239974845,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1251,False,"{'a': 0.5, 'e': 0.3153223623952687}",25,0,-30.72972779853864,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1252,False,"{'a': 0.5, 'e': 0.314373220272909}",25,16,-8.152234001049921,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.3134237637773555}",30,0,-15.671322536702789,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
1254,False,"{'a': 0.5, 'e': 0.31247399385806407}",20,10,-3.416208625694761,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.31152391146480507}",20,10,3.238943888634459,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.3105735175476604}",25,7,-23.824170787857113,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1257,False,"{'a': 0.5, 'e': 0.3096228130570242}",25,0,-10.685591836774444,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
1258,False,"{'a': 0.5, 'e': 0.3086717989436006}",20,0,1.9823206483867803,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1259,False,"{'a': 0.5, 'e': 0.3077204761584039}",25,2,-49.77136495523867,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
1260,False,"{'a': 0.5, 'e': 0.3067688456527566}",35,20,-13.33771416825373,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.3058169083782893}",20,13,-10.132956032466373,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.30486466528693895}",25,0,-15.458087555863052,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1263,False,"{'a': 0.5, 'e': 0.3039121173309489}",25,13,22.069536330500863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.3029592654628667}",25,17,-4.2572859440720805,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.30200611063554444}",20,0,-0.9208348824539021,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1266,False,"{'a': 0.5, 'e': 0.3010526538021365}",20,14,10.628054492012462,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,0,8.426321544511543,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1268,False,"{'a': 0.5, 'e': 0.29914483793119256}",25,14,-5.674438983427369,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.2981904808014722}",25,0,-13.78833136171475,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
1270,False,"{'a': 0.5, 'e': 0.29723582548129573}",20,3,-46.86573537989586,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.2962808729253187}",30,13,-11.18525139933163,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.2953256240884933}",20,0,-77.52326628165257,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1273,False,"{'a': 0.5, 'e': 0.29437007992606856}",20,4,-1.0189910262766593,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.29341424139358824}",30,16,10.846453623642194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.29245810944689116}",30,8,-35.10317390267642,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
1276,False,"{'a': 0.5, 'e': 0.2915016850421088}",25,15,17.953603549516117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.29054496913566596}",20,0,6.984232136859603,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1278,False,"{'a': 0.5, 'e': 0.28958796268427794}",25,14,17.946220912748938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.2886306666449516}",25,0,4.7462133590610485,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1280,False,"{'a': 0.5, 'e': 0.2876730819749824}",20,7,-10.491208026825564,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.28671520963195546}",20,12,4.630089703161998,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.2857570505737428}",20,9,9.520993487781253,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.28479860575850313}",20,0,-37.11337801916293,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1284,False,"{'a': 0.5, 'e': 0.28383987614468165}",30,19,24.006452949318412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.2828808626910075}",20,0,-47.30775778427234,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1286,False,"{'a': 0.5, 'e': 0.2819215663564944}",20,4,15.602327301047893,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.28096198810043826}",25,8,-29.088692814670644,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1288,False,"{'a': 0.5, 'e': 0.2800021288824176}",20,12,7.468629566020688,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.2790419896622912}",30,22,3.1691594963631973,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.2780815714001986}",25,9,-10.46695975092496,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.2771208750565576}",20,0,-16.361053610658598,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1292,False,"{'a': 0.5, 'e': 0.2761599015920648}",20,0,-12.016954388100213,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1293,False,"{'a': 0.5, 'e': 0.2751986519676933}",20,1,-23.265364339698635,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.27423712714469284}",20,0,-23.631695871246666,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1295,False,"{'a': 0.5, 'e': 0.273275328084588}",20,4,-45.24001382018899,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
1296,False,"{'a': 0.5, 'e': 0.272313255749178}",20,16,7.690079981353158,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.2713509111005347}",25,14,16.112262402184026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.27038829510100315}",25,16,10.648455081225936,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.26942540871319887}",30,0,-31.57526481486312,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1300,False,"{'a': 0.5, 'e': 0.26846225290000847}",25,11,29.177731801615995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.26749882862458735}",20,6,-74.73739139401476,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 2}",1
1302,False,"{'a': 0.5, 'e': 0.2665351368503601}",20,15,10.057017933182577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.265571178541018}",20,5,-42.58632896764951,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1304,False,"{'a': 0.5, 'e': 0.26460695466051976}",20,0,-46.957853364444986,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1305,False,"{'a': 0.5, 'e': 0.2636424661730887}",20,14,11.758077630224172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.26267771404321355}",25,14,8.738958098523687,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.2617126992356461}",20,6,-3.1766800753039073,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.2607474227154014}",30,6,25.189805775021778,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.25978188544775555}",20,8,20.672670015276598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.2588160883982461}",25,16,14.53284839801501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.2578500325326696}",20,11,1.4143204853434386,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.2568837188170823}",30,9,-0.777107865889112,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.2559171482177973}",30,6,23.005711790620794,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.2549503217013857}",20,14,-12.695509071115756,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.2539832402346734}",30,3,-9.18358474657945,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
1316,False,"{'a': 0.5, 'e': 0.25301590478474223}",35,21,3.652275454427755,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.25204831631892716}",20,6,11.944200436691357,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.25108047580481696}",20,10,17.754975256333715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.25011238421025167}",25,0,-43.95138459108684,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
1320,False,"{'a': 0.5, 'e': 0.24914404250332328}",20,6,-58.777047893440574,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
1321,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,12,4.655059534360992,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.24720661262599175}",25,0,-44.45707828752287,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1323,False,"{'a': 0.5, 'e': 0.24623752639301838}",20,14,10.43658830639714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.24526819392253935}",25,10,-10.554292845453109,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.24429861618388662}",25,16,14.585084535442558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.24332879414663827}",20,12,-50.68007325551947,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
1327,False,"{'a': 0.5, 'e': 0.24235872878061585}",20,11,-11.426183110995332,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.24138842105588504}",20,6,18.62758325004639,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.2404178719427531}",25,9,16.92665940563787,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.23944708241176946}",25,0,4.496193297513576,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1331,False,"{'a': 0.5, 'e': 0.23847605343372313}",25,8,-4.497742303251738,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.23750478597964347}",25,12,10.833156453285177,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.2365332810207974}",25,0,28.857405458575723,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1334,False,"{'a': 0.5, 'e': 0.23556153952869024}",25,0,-23.55059778150153,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1335,False,"{'a': 0.5, 'e': 0.23458956247506296}",25,10,0.6346556295682644,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.23361735083189297}",25,8,-3.6378173428523177,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.23264490557139142}",25,0,-101.72380753992051,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
1338,False,"{'a': 0.5, 'e': 0.2316722276660039}",20,5,1.844501341956634,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.23069931808840777}",30,10,26.919025801570818,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.22972617781151303}",20,11,-27.279679738410543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1341,False,"{'a': 0.5, 'e': 0.22875280780845939}",20,11,14.365893732142952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.22777920905261723}",25,11,11.235003947701186,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.22680538251758475}",35,24,-4.974811622852076,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.2258313291771889}",20,16,8.103951220945143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.22485705000548248}",30,16,-22.044459736280388,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.22388254597674498}",20,14,12.144886555872263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.22290781806547996}",20,10,-4.923935739131007,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.22193286724641567}",25,0,-16.445135303765703,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1349,False,"{'a': 0.5, 'e': 0.22095769449450242}",20,3,6.400844006805469,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.2199823007849133}",25,8,-11.063147275189621,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1351,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,7,11.842937919581665,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.21803085439450107}",25,18,13.145600707357406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.2170548036651242}",25,11,13.373538308594293,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.21607853588096199}",20,16,7.446537995179871,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.21510205201828167}",20,16,7.8684841302991675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.21412535305356747}",25,18,-10.602212780664342,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.21314843996351784}",35,0,-77.90730685626026,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 2}",0
1358,False,"{'a': 0.5, 'e': 0.21217131372504625}",30,13,17.99715225696221,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.2111939753152784}",20,0,14.636631050133051,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1360,False,"{'a': 0.5, 'e': 0.21021642571155302}",25,17,0.011851489598906806,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.20923866589141926}",25,17,-27.4063954811119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1362,False,"{'a': 0.5, 'e': 0.20826069683263726}",20,11,17.50846907163638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.20728251951317553}",20,0,15.98115268406962,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.2063041349112118}",25,6,0.5120903860093762,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.20532554400513015}",35,23,-2.3684880727037863,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.2043467477735218}",20,0,-12.017226124059677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1367,False,"{'a': 0.5, 'e': 0.2033677471951825}",20,0,16.655510418394602,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1368,False,"{'a': 0.5, 'e': 0.20238854324911318}",25,0,11.851092279311377,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1369,False,"{'a': 0.5, 'e': 0.20140913691451723}",30,17,11.71359357246643,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.2004295291708014}",20,11,12.092668925669182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.19944972099757285}",30,0,0.6835128387507694,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
1372,False,"{'a': 0.5, 'e': 0.19846971337464017}",30,2,37.64050484133714,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.19748950728201042}",25,18,13.72226632188248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.19650910369989005}",25,13,4.9330056926346675,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.19552850360868218}",20,9,18.515513006910577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.19454770798898718}",25,4,-11.85085089221057,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
1377,False,"{'a': 0.5, 'e': 0.1935667178216002}",20,0,-45.52176241664727,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1378,False,"{'a': 0.5, 'e': 0.19258553408751172}",20,16,6.144210146937844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.19160415776790501}",20,10,-13.423300581791159,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.19062258984415673}",30,16,-5.2846275910420015,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,0,-8.823985487361487,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1382,False,"{'a': 0.5, 'e': 0.1886588831106965}",20,0,9.834234867300065,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1383,False,"{'a': 0.5, 'e': 0.18767674626469114}",25,11,21.051049344351604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.18669442174195536}",20,12,13.710862965243503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.1857119105248132}",30,11,15.931828255235189,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.1847292135957762}",25,13,10.129195114450457,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.18374633193754078}",25,5,16.09449878159786,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.18276326653298897}",20,14,-13.3100639637137,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.18178001836518562}",20,11,17.93270367443329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.18079658841737925}",20,11,-5.606963510185047,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.17981297767299934}",25,18,0.612678987553485,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.17882918711565696}",25,19,13.862442429342956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.17784521772914214}",25,17,2.377830708521346,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.17686107049742464}",20,3,20.029556120178842,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.17587674640465115}",25,0,-14.842225946540411,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1396,False,"{'a': 0.5, 'e': 0.17489224643514614}",20,9,18.882953242355466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.17390757157340905}",30,4,-23.049886938719307,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
1398,False,"{'a': 0.5, 'e': 0.17292272280411508}",30,0,-34.17267867257176,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
1399,False,"{'a': 0.5, 'e': 0.1719377011121125}",20,9,21.08194252243413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.17095250748242338}",25,3,29.81909858872983,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.16996714290024081}",20,10,8.272162679423698,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.1689816083509297}",20,3,6.591448930743718,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.1679959048200241}",35,24,5.482859584744849,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.16701003329322792}",20,15,8.312379031433128,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,11,15.820508635144883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.16503779019561562}",25,11,25.68596534121694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.16405142059704247}",25,0,20.925311941639052,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1408,False,"{'a': 0.5, 'e': 0.16306488694706261}",20,15,-0.07727650501548067,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.1620781902322094}",25,11,9.585208980072903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.16109133143917923}",20,11,16.861318403039796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,0,13.78498971228759,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1412,False,"{'a': 0.5, 'e': 0.15911713156618487}",20,8,16.28063704770107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.1581297924604204}",20,2,28.865415431060104,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.1571422952248764}",25,8,21.587299944758506,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.15615464084705052}",20,13,-3.07314268168275,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
